Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Offals","2019","g/capita/day","0.26"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Animal fats","2019","kg","15.85"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Animal fats","2019","kcal/capita/day","271"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Animal fats","2019","g/capita/day","0.6"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Animal fats","2019","g/capita/day","29.89"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Eggs","2019","kg","9.14"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Eggs","2019","kcal/capita/day","35"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Eggs","2019","g/capita/day","2.71"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Eggs","2019","g/capita/day","2.49"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2019","kg","144.69"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Milk - Excluding Butter","2019","kcal/capita/day","288"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2019","g/capita/day","20.58"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Milk - Excluding Butter","2019","g/capita/day","17.61"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Fish, Seafood","2019","kg","9.28"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Fish, Seafood","2019","kcal/capita/day","19"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Fish, Seafood","2019","g/capita/day","2.69"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Fish, Seafood","2019","g/capita/day","0.85"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Aquatic Products, Other","2019","kg","0"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Aquatic Products, Other","2019","kcal/capita/day","0"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Aquatic Products, Other","2019","g/capita/day","0"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Aquatic Products, Other","2019","g/capita/day","0"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Miscellaneous","2019","kg","7.38"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Miscellaneous","2019","kcal/capita/day","13"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Miscellaneous","2019","g/capita/day","0.46"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Miscellaneous","2019","g/capita/day","0.14"
"Food Balances (2010-)","Hungary","Total Population - Both sexes","Population","2019","1000 persons","9685"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Grand Total","2019","kcal/capita/day","3391"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Grand Total","2019","g/capita/day","89.48"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Grand Total","2019","g/capita/day","156.14"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Vegetal Products","2019","kcal/capita/day","2284"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Vegetal Products","2019","g/capita/day","39.22"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Vegetal Products","2019","g/capita/day","61.69"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Animal Products","2019","kcal/capita/day","1107"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Animal Products","2019","g/capita/day","50.26"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Animal Products","2019","g/capita/day","94.45"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Cereals - Excluding Beer","2019","kg","123.07"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Cereals - Excluding Beer","2019","kcal/capita/day","927"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","29.04"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","3.97"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Starchy Roots","2019","kg","35.43"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Starchy Roots","2019","kcal/capita/day","67"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","1.55"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","0.09"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2019","kg","46.2"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Sugar & Sweeteners","2019","kcal/capita/day","376"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Pulses","2019","kg","2.8"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Pulses","2019","kcal/capita/day","26"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Pulses","2019","g/capita/day","1.69"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Pulses","2019","g/capita/day","0.11"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Treenuts","2019","kg","0.3"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Treenuts","2019","kcal/capita/day","3"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","0.06"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","0.17"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Oilcrops","2019","kg","1.18"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Oilcrops","2019","kcal/capita/day","11"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","0.4"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","1.01"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Vegetable Oils","2019","kg","10.76"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Vegetable Oils","2019","kcal/capita/day","467"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","0.18"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","52.64"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Vegetables","2019","kg","92.79"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Vegetables","2019","kcal/capita/day","73"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","3.35"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","0.66"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2019","kg","71.83"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2019","kcal/capita/day","103"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","1.03"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","0.63"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Stimulants","2019","kg","1.19"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Stimulants","2019","kcal/capita/day","27"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","0.77"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","2.27"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Spices","2019","kg","1.85"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Spices","2019","kcal/capita/day","5"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.14"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.14"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","2019","kg","104.04"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Alcoholic Beverages","2019","kcal/capita/day","199"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","0.97"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","0"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Meat","2019","kg","83.61"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Meat","2019","kcal/capita/day","407"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Meat","2019","g/capita/day","26.69"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Meat","2019","g/capita/day","32.37"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Offals","2019","kg","0.25"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Offals","2019","kcal/capita/day","1"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Offals","2019","g/capita/day","0.12"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Offals","2019","g/capita/day","0.03"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Animal fats","2019","kg","14.65"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Animal fats","2019","kcal/capita/day","379"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Animal fats","2019","g/capita/day","0.86"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Animal fats","2019","g/capita/day","41.51"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Eggs","2019","kg","13.96"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Eggs","2019","kcal/capita/day","54"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Eggs","2019","g/capita/day","4.35"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Eggs","2019","g/capita/day","3.78"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2019","kg","162.94"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Milk - Excluding Butter","2019","kcal/capita/day","252"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2019","g/capita/day","16.41"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Milk - Excluding Butter","2019","g/capita/day","16.15"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Fish, Seafood","2019","kg","6.34"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Fish, Seafood","2019","kcal/capita/day","13"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Fish, Seafood","2019","g/capita/day","1.83"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Fish, Seafood","2019","g/capita/day","0.61"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Aquatic Products, Other","2019","kg","0"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Aquatic Products, Other","2019","kcal/capita/day","0"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Aquatic Products, Other","2019","g/capita/day","0"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Aquatic Products, Other","2019","g/capita/day","0"
"Food Balances (2010-)","Hungary","Food supply quantity (kg/capita/yr)","Miscellaneous","2019","kg","0.12"
"Food Balances (2010-)","Hungary","Food supply (kcal/capita/day)","Miscellaneous","2019","kcal/capita/day","1"
"Food Balances (2010-)","Hungary","Protein supply quantity (g/capita/day)","Miscellaneous","2019","g/capita/day","0.05"
"Food Balances (2010-)","Hungary","Fat supply quantity (g/capita/day)","Miscellaneous","2019","g/capita/day","0.01"
"Food Balances (2010-)","Poland","Total Population - Both sexes","Population","2019","1000 persons","37888"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Grand Total","2019","kcal/capita/day","3508"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Grand Total","2019","g/capita/day","104.96"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Grand Total","2019","g/capita/day","123.27"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Vegetal Products","2019","kcal/capita/day","2501"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Vegetal Products","2019","g/capita/day","48.06"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Vegetal Products","2019","g/capita/day","42.26"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Animal Products","2019","kcal/capita/day","1007"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Animal Products","2019","g/capita/day","56.9"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Animal Products","2019","g/capita/day","81.01"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Cereals - Excluding Beer","2019","kg","149.81"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Cereals - Excluding Beer","2019","kcal/capita/day","1173"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","35.28"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","4.31"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Starchy Roots","2019","kg","99.43"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Starchy Roots","2019","kcal/capita/day","183"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","4.35"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","0.27"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2019","kg","44.63"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Sugar & Sweeteners","2019","kcal/capita/day","433"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Pulses","2019","kg","0.79"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Pulses","2019","kcal/capita/day","7"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Pulses","2019","g/capita/day","0.48"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Pulses","2019","g/capita/day","0.03"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Treenuts","2019","kg","1.05"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Treenuts","2019","kcal/capita/day","16"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","0.4"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","1.42"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Oilcrops","2019","kg","0.97"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Oilcrops","2019","kcal/capita/day","9"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","0.31"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","0.78"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Vegetable Oils","2019","kg","7.33"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Vegetable Oils","2019","kcal/capita/day","296"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","0.11"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","33.44"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Vegetables","2019","kg","124.2"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Vegetables","2019","kcal/capita/day","85"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","3.77"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","0.69"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2019","kg","61.83"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2019","kcal/capita/day","83"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","1.01"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","0.62"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Stimulants","2019","kg","2.9"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Stimulants","2019","kcal/capita/day","10"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","0.71"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","0.53"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Spices","2019","kg","0.51"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Spices","2019","kcal/capita/day","4"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.15"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.15"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","2019","kg","122.37"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Alcoholic Beverages","2019","kcal/capita/day","200"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","1.48"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","0"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Meat","2019","kg","83.81"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Meat","2019","kcal/capita/day","433"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Meat","2019","g/capita/day","30.65"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Meat","2019","g/capita/day","33.47"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Offals","2019","kg","1.24"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Offals","2019","kcal/capita/day","4"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Offals","2019","g/capita/day","0.62"
"Food Balances (2010-)","Poland","Fat supply quantity (g/capita/day)","Offals","2019","g/capita/day","0.09"
"Food Balances (2010-)","Poland","Food supply quantity (kg/capita/yr)","Animal fats","2019","kg","12.45"
"Food Balances (2010-)","Poland","Food supply (kcal/capita/day)","Animal fats","2019","kcal/capita/day","241"
"Food Balances (2010-)","Poland","Protein supply quantity (g/capita/day)","Animal fats","2019","g/capita/day","0.69"
